repo_url,sha
https://github.com/0x1B40/py-game,c6df9bcda40f8248f3c55f39a5344931aba38ea5
https://github.com/4the-right-side/pkmodel,9a886f4dfbbc6182f2e0cdba958ae31393cf36a0
https://github.com/aanastasiou/pymotifcounter,19ccafc12b63b4df73246525e6a73d26399b7f89
https://github.com/ABKorotky/py-bootstrap,20fd0a7f2fed8e8c1d15628b0cf7379739910e27
https://github.com/adamoutler/anycubic-homeassistant,8a5d931
https://github.com/adaros92/coronacli,a760933f3d8f009ab7b414c30d9a93db19baaf0b
https://github.com/AlanJ97/AzureContainerApps-DevOps-Demo,978347deacd0e9ab0aed6811807e14ac948bbe41
https://github.com/alex-petrenko/signal-slot,987460a9a49ce3af366e65d9bdbaa090291bc22a
https://github.com/Alexei-Kornienko/schematics_to_swagger,d9c1c9e43a25c5a4ff60701b3bf22fc039c815c2
https://github.com/ALT-F4-eng/ArtificialQI,459a94d360c7bf01e62e38fabf8e198e2627dcf4
https://github.com/altnight/circleci2_test,7bb5df7
https://github.com/amaranth-lang/template-fpga,7627d206a0ee5cf4c60a7ef91b21d13b232a483d
https://github.com/amswiatkowski/serverless-and-ai,73a81947153fb8c5e32a529396cade5f30156189
https://github.com/andialbrecht/sqlparse,a801100e9843786a9139bebb97c951603637129c
https://github.com/andrewlyu/executive-logger,5b31983d80b64950f0b2da2cc9057682fd77e780
https://github.com/ansys/pyansys-tools-versioning,d713280
https://github.com/AntoineGagne/cmus-notify,e8f95c9
https://github.com/Aparnap2/healthcare_ambient_scribe,028f25a99b0ceadbf9f430d49674d0cbd5fe7a99
https://github.com/araujo2kg/literate-pancake,7b7aefd665fae342cd7cee044d4c7cb83121ed6b
https://github.com/ArielMAJ/match-ibm-final-project,b1d190e06d44d2e761f4dd282c89f5f6a761704c
https://github.com/arnimarj/py-pointless,c0492312bd7cf34a29c367fb699980afc18016b9
https://github.com/Arpan-206/formee,beffdaf9bcac0cde99e627c3602ee9ee4b01e300
https://github.com/Ashut90/mongodb_connectorpkg,f777e21
https://github.com/assami1337/VKR-backend,1c9a2f410cdb5d7a37b2ca94486faa973763246d
https://github.com/auth0/auth0-python,288acf2ed5fee0ecb7c91146e54ab0630c0ef511
https://github.com/aws/aws-bedrock-token-generator-python,228eec2bfcf209d53dc776c902e00d9e6548e508
https://github.com/awslabs/amazon-kinesis-client-python,a53c059fd44c2d837bebda68006b87251da1c3a9
https://github.com/BB8-2020/arcgis_satellite_api,39abca2dfbf67aabf35964f63bd0fd1b18392065
https://github.com/BCM-HGSC/conda_demo_py,09e8839d3aa8ec8a36fa448157dce50e59ffb243
https://github.com/beiyuouo/fedtoy,19f722a
https://github.com/beshu-tech/deltaglider,012662c37705880f406e275db25ebb6931ac5f27
https://github.com/best-doctor/flake8-class-attributes-order,8f3ac55
https://github.com/bestenevoy/ai4one,61c3531773379ff75f75e9da6850a9da888638ae
https://github.com/bhardwaj-kushagra/MCDA,4ce78a767f0d68790f23ace1ce92121356384150
https://github.com/bigmoby/pyasyncialarm,52180f57bf48d1c7409c933c451169c0e8c8df61
https://github.com/bionumpy/npstructures,e97b2b0
https://github.com/bitwiseworks/pyparsing-os2,b68cf005af5d85934689075165048267848f22df
https://github.com/bkrabach/claude-trace-viewer,74a24339ea9e4d3cda17bc3e5f823bb456e6a81b
https://github.com/blitznihar/investment-research-crew,f3390998179fe6ac54c32f04204c75dbd08dd34e
https://github.com/boxysean/pylateral,efa8df0cd4da14c5a1f25dda3bf39687a66deccd
https://github.com/BrianLusina/kvault,0073133332e740b10a5994bfea11246139768db6
https://github.com/bricolages/queuery_client_python,4232a5d06b512dd473a6314bff3b9ea9270334a5
https://github.com/Building-Transparency/ECHO-schema,7b4305da746a7fd4f550fa2c7c8715d81cd442d4
https://github.com/CausalInferenceLab/Lang2SQL,e540875a21b4c0c678acc21d0b3c38ca7f3a7a6a
https://github.com/chang/gifmake,4f33b8604fa99d04ff64f75e05b4c41f32e9f295
https://github.com/cisagov/clamav-report,6dd3d4c9b9d96c68efb542fa28fb3b4c137f530d
https://github.com/ClaasRostock/python_project_template,69c92c6d6f10a58bfcc516ecfe21248844ed5728
https://github.com/Cloud-Harvest/CloudHarvestAgent,4a468226acff3fe09772ea03a342c0ce98a21546
https://github.com/CodeAndCandlesticks/py-schwab-wrapper,35079a4
https://github.com/compas-dev/compas_framework,5b63213340e2b188b07b71ae69c16de76afede55
https://github.com/CoMPaTech/python-airos,c7044725b48ed2495b22e57b62ecd6afa133a578
https://github.com/CoronaWhy/task-ties,d7cb993ffa4dec67db824d773e40ebf080febd05
https://github.com/crock/yoix-pi,7ab2e95306ec5dd5d39ca2c1cdfa14104e071156
https://github.com/Cyb3r-Jak3/python_template_repo,0224272dac13e13a2b428ef606bbfc4b6b728765
https://github.com/DailyDevQ/dailydevq-main,7288be613dabff1f92293cd3b45ab1ad7975aeca
https://github.com/Damidoum/BFF,df4091dca551891aa5991347cdfdfc9065f82266
https://github.com/DanielBarbieri21/ML-Challenge,1aef8d2d8685dddbb4c21d7a9a3e3e8d8d92519e
https://github.com/darko-itpro/pyschool-lib,1bbfbf47cdedc5087616f51afd8393478c4a5fb7
https://github.com/dazza-codes/conda_container,12108cd
https://github.com/dbischof90/sdetools,b66435c
https://github.com/DCZYewen/Python-Silk-Module,27a0eecafaf880329b9242668c6310d59b74cbbc
https://github.com/deepghs/netdriveurls,39bc891
https://github.com/deepin-community/python-scrypt,3634698729322caeb4fe67a0490bf444a1bbb6ae
https://github.com/DHI-GRAS/aquacrop-fd,db484df2b91c6c5703429ac3dbc8f59456a602fe
https://github.com/Dipan-Zhang/stretch-manip2,1bb40e3bbf51db030c3e7b88119fedfa5930dcb4
https://github.com/DiscoveryFox/InstrumentAiPdfSplitter,465c6af0b49b7ebbe71550f6ed46d1d21c83600b
https://github.com/DJLemkes/dbt-diagrams,ff541964f118dad2b7d95fc77bb2b6432d4c34d7
https://github.com/dm03514/func-y-task-engine,4ffda7c
https://github.com/dprim7/hh4b-transformer,944accdc6763a97e262d650f2a3bf183552cc079
https://github.com/drprojects/point_geometric_features,4102aa9ff7812b5c9043a2a49abf2cced96d3703
https://github.com/Duatic/dynaarm_gamepad_interface,e99fd726dcab1a64e4b55a55fe25ad37533459b1
https://github.com/dundee/mypy2junit,a24ac877b44f6ecf116e7c29c3fd80b95da88a77
https://github.com/dunghd/aws-lambda-crawler,f9b015da8e36dc275b4ba7ea0939f219d955d26a
https://github.com/dvc94ch/pykicad,cdebcaeb4ab6c8903ebecfd0748f826ea406923f
https://github.com/dvndrsn/allows,9d262a673379716997a7474108018d06410a6cc1
https://github.com/dwisulfahnur/python-xendit-client,02e1dacaae1a0ab8281b78f200fa0d95074edc9a
https://github.com/dycw/learning-redis,25e9bd62aa0e871b7583aff9f3a2479a1d62c32a
https://github.com/EandrewJones/tornado_template,bcf475d
https://github.com/ebiose-ai/ebiose,3b8ec8fbd32c702c4441550490ac5d81b05f31ae
https://github.com/ecmwf-lab/ai-models,c1208556bedbad2bfbd03d525bcf2a2ea05d6b53
https://github.com/educationwarehouse/uuid7,6bf3ff87de0e8b7fc9f047f9e045ce964ac011c6
https://github.com/ellsphillips/govsic,3cb020c
https://github.com/emo-bon/emobon-dm-tools,a1402b79097d93e04f619f4234b4c19885a8760b
https://github.com/energy-tracker/api-client-python,a64836e8225dd87d98151b48b249c83b32b1edf6
https://github.com/fedarko/pyfastg,3dec6493da5a8f9a053d6c0d1af7fec0fd2e296f
https://github.com/ferreira68/compchem-toolkit,32fff049968e699194a04ef6b036c260d997ccb3
https://github.com/finsberg/IN1910,57332a6
https://github.com/flaviaouyang/molly,5b34ec3ade5ca5da0108c78eaf00256fe1e68f6a
https://github.com/forestgril2/docuparser_interview_prep,4a0c9c8cdf6c51847848135cd458f4d3b8dce1ed
https://github.com/FractalFuryan/cgcs-ai-robotics,4835d2bf1012ad0268a033a46c76c8095ee00fdd
https://github.com/FractalHabits/torchserve_toxic_bert,d757d99a0c378d568d9ea1a53142a891085ab809
https://github.com/frederiklyager/4.-semester,848037f572ef8ff59e94bebd941d52d9e215b304
https://github.com/frostming/marko,88e65f1f51c1e88e9e06a8f0b855200122578b28
https://github.com/galaxyproject/bioblend,ee8e7ae0276df4ba8df703af93c1b467cb2b4f51
https://github.com/gavel-tool/python-gavel,e2748a994ec0d8f32458864eb398b519e2172614
https://github.com/gentoo/gpyutils,76ae9884fa95e273e288a8dffb3332f367b47f5b
https://github.com/GlobalFishingWatch/git-101-excercises,acd19e32b1f3ef1cb8a9e8d5857a31d707609897
